No,Species,Light,Microbe,Adult,Bench,Harvest,Time,Event,AMFCount,AMFIntersections,AMF,Phenolics,NSC,Lignin,AMF_Imp,PHN_Imp,NSC_Imp,LIG_Imp
1289,Acne,High,Large,9,4,9,63,0,NA,NA,NA,NA,17.75,NA,1.52,0.21,10.57,6.13
1293,Acru,High,Large,1,4,3,21,0,NA,NA,NA,NA,12.54,NA,1.82,0.24,11,6.46
1294,Acne,High,Large,11,4,NA,63,1,NA,NA,NA,NA,NA,NA,7.25,0.42,12.64,10.35
1298,Acru,High,Large,2,4,9,63,0,NA,NA,NA,NA,10.61,NA,17.96,0.37,12.57,6.48
1307,Acne,High,Large,11,4,3,21,0,NA,NA,NA,NA,17.11,NA,1.36,0.28,11.55,9.53
1320,Acne,High,Large,10,4,3,21,0,71,100,71,0.06,NA,7.42,17.96,0.37,12.57,6.48
1323,Acru,High,Large,1,4,6,42,0,25,100,25,0.23,NA,9.65,0.57,0.22,10.06,9
1327,Acsa,High,Large,7,4,3,21,0,NA,NA,NA,NA,14.3,NA,0,0.02,7.75,5.1
1328,Acsa,High,Large,5,4,6,42,0,NA,NA,NA,NA,8.75,NA,0,0.08,8.14,11.08
1333,Acru,High,Large,3,4,9,63,0,51,100,51,0.19,NA,5.69,0,-0.01,5.99,8.28
1337,Acru,High,Large,3,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.04,5.93,9.49
1339,Acsa,High,Large,7,4,6,42,0,NA,NA,NA,NA,12.63,NA,0,0.3,11.33,7.2
1340,Acru,High,Large,1,4,9,63,0,NA,NA,NA,NA,11.13,NA,0,-0.04,6.86,12.32
1348,Acne,High,Large,9,4,NA,63,1,NA,NA,NA,NA,NA,NA,0.67,0.25,10.52,10.15
1350,Acsa,High,Large,6,4,9,63,0,NA,NA,NA,NA,11.85,NA,1,0.18,10.32,11.51
1351,Acru,High,Large,3,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.1,6.61,7.58
1361,Acru,High,Large,1,4,NA,63,1,NA,NA,NA,NA,NA,NA,0.7,0.24,10.65,10.53
1366,Acru,High,Large,2,4,6,42,0,50,100,50,0.29,NA,8.12,17.96,0.37,12.57,6.48
1385,Acne,High,Large,11,4,6,42,0,NA,NA,NA,NA,14.1,NA,0,0.14,9.29,10.11
1394,Acsa,High,Large,7,4,9,63,0,74,99,74.75,0.11,NA,11.73,9.99,0.42,13.65,11.26
1396,Acru,High,Large,1,4,3,21,0,28,100,28,0.07,NA,5.82,0.25,0.39,11.71,4.84
1397,Acsa,High,Large,7,4,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.24,9.74,7.3
1400,Acsa,High,Large,5,4,6,42,0,75,97,77.32,0.48,NA,14.77,0.57,0.22,10.06,9
1403,Acru,High,Large,2,4,6,42,0,NA,NA,NA,NA,12.43,NA,7.35,0.41,12.85,10.56
1407,Acne,High,Large,11,4,9,63,0,NA,NA,NA,NA,8.35,NA,10.7,0.42,13.69,11.13
1410,Acne,High,Large,9,4,3,21,0,80,100,80,0.49,NA,6.26,0.57,0.22,10.06,9
1411,Acru,High,Large,3,4,9,63,0,NA,NA,NA,NA,10.77,NA,0.31,0.42,11.78,5.45
1413,Acne,High,Large,10,4,6,42,0,85,100,85,0.28,NA,10.47,17.96,0.37,12.57,6.48
1419,Acne,High,Large,10,4,9,63,0,83,100,83,0.18,NA,8.97,0.3,0.18,9.99,8.88
1421,Acsa,High,Large,6,4,6,42,0,77,100,77,0.43,NA,12.21,0.99,0.17,10.09,9.16
1430,Acne,High,Large,11,4,NA,63,1,NA,NA,NA,NA,NA,NA,1.01,0.01,7.41,8.32
1431,Acru,High,Large,1,4,3,21,0,NA,NA,NA,NA,10.36,NA,0,0.46,12.45,9.66
1432,Acru,High,Large,2,4,9,63,0,70,100,70,-0.05,NA,7.8,0,0.18,9.94,10.34
1436,Acne,High,Large,10,4,NA,63,1,NA,NA,NA,NA,NA,NA,23.83,0.44,15.06,7.64
1438,Acne,High,Large,10,4,3,21,0,NA,NA,NA,NA,17.66,NA,6.73,0.42,12.69,10.38
1440,Acne,High,Large,11,4,3,21,0,67,100,67,0.15,NA,7.29,23.14,0.41,14.07,7.36
1442,Acru,High,Large,2,4,NA,23,1,NA,NA,NA,NA,NA,NA,15.37,0.4,15.31,9.71
1451,Acsa,High,Large,6,4,9,63,0,79,100,79,0.47,NA,12.31,0.93,0.12,9.69,6.29
1452,Acsa,High,Large,6,4,NA,63,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
1454,Acru,High,Large,3,4,3,21,0,34,92,36.96,0.25,NA,8.93,14.26,0.41,14.91,9.68
1455,Acsa,High,Large,5,4,3,21,0,63,100,63,0.6,NA,13.54,17.9,0.37,12.52,6.5
1463,Acsa,High,Large,5,4,9,63,0,NA,NA,NA,NA,18.51,NA,17.96,0.37,12.57,6.48
1468,Acne,High,Large,9,4,6,42,0,83,100,83,0.23,NA,6.13,10.7,0.42,13.69,11.13
1469,Acsa,High,Large,5,4,NA,63,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
1479,Acne,High,Large,10,4,6,42,0,NA,NA,NA,NA,12.9,NA,0,0.37,11.44,5.22
1484,Acsa,High,Large,6,4,3,21,0,NA,NA,NA,NA,16.27,NA,1,0.59,13.05,8.82
1488,Acsa,High,Large,6,4,6,42,0,NA,NA,NA,NA,16.01,NA,0.57,0.22,10.06,9
1491,Acsa,High,Large,5,4,3,21,0,NA,NA,NA,NA,15.58,NA,0,0.12,9.16,6.24
1495,Acne,High,Large,10,4,9,63,0,NA,NA,NA,NA,12.96,NA,0,0.3,11.08,4.94
1497,Acne,High,Large,10,4,NA,36,1,NA,NA,NA,NA,NA,NA,0,0.59,12.88,5.41
1498,Acsa,High,Large,5,4,6,42,0,NA,NA,NA,NA,17.48,NA,0,0.43,12.8,13.15
1502,Acsa,High,Large,7,4,NA,37,1,NA,NA,NA,NA,NA,NA,0,0.08,8,10.1
1512,Acne,High,Large,9,4,9,63,0,93,100,93,0.15,NA,7.59,17.96,0.37,12.57,6.48
1513,Acsa,High,Large,7,4,3,21,0,59,95,62.11,0.52,NA,12.93,0.28,0.32,11.36,5.89
1514,Acsa,High,Large,5,4,9,63,0,83,100,83,0.49,NA,14.35,0,0.14,9.13,6.78
1515,Acsa,High,Large,7,4,6,42,0,61,100,61,0.3,NA,9.96,16.96,0.48,17.04,11.96
1518,Acsa,High,Large,6,4,6,42,0,60,100,60,0.34,NA,16.2,0,0.06,7.68,7.05
1521,Acne,High,Large,11,4,6,42,0,76,100,76,0.25,NA,5.58,0,0.4,11.79,9.25
1537,Acru,High,Large,3,4,6,42,0,43,100,43,0.1,NA,8.08,0.29,0.29,10.8,10.97
1543,Acru,High,Large,2,4,3,21,0,NA,NA,NA,NA,9.02,NA,0.3,0.31,11.29,5.77
1550,Acne,High,Large,9,4,NA,33,1,NA,NA,NA,NA,NA,NA,0,0.13,8.45,8.14
1562,Acru,High,Large,3,4,9,63,0,45,100,45,0.07,NA,8.49,1.06,0.44,11.85,6.29
1571,Acne,High,Large,11,4,9,63,0,85,100,85,0.21,NA,7.43,0.91,0.27,10.25,9.9
1574,Acne,High,Large,9,4,3,21,0,NA,NA,NA,NA,15.67,NA,17.96,0.37,12.57,6.48
1582,Acru,High,Large,1,4,6,42,0,NA,NA,NA,NA,14.07,NA,0.25,0.26,10.88,10.19
1586,Acru,High,Large,2,4,6,42,0,38,100,38,0.07,NA,3.27,0,0.18,9.98,7.46
1589,Acsa,High,Large,7,4,9,63,0,NA,NA,NA,NA,16.85,NA,0,0.12,9.28,5.67
1599,Acru,High,Large,2,4,9,63,0,NA,NA,NA,NA,10.5,NA,0,0.26,10.58,3.85
1601,Acne,High,Large,10,5,3,21,0,75,100,75,0.35,NA,4.56,0,0.34,11.26,5.76
1607,Acsa,High,Large,6,5,9,63,0,NA,NA,NA,NA,15.77,NA,0.57,0.22,10.06,9
1609,Acne,High,Large,9,5,6,42,0,NA,NA,NA,NA,16.64,NA,17.96,0.37,12.57,6.48
1615,Acne,High,Large,11,5,NA,63,1,NA,NA,NA,NA,NA,NA,16.75,0.48,16.3,11.93
1620,Acru,High,Large,1,5,9,63,0,50,100,50,-0.02,NA,8.22,0,0.54,12.51,6.06
1624,Acsa,High,Large,6,5,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
1628,Acsa,High,Large,7,5,NA,63,1,NA,NA,NA,NA,NA,NA,6.71,0.42,12.73,10.46
1630,Acsa,High,Large,7,5,9,63,0,80,100,80,0.26,NA,9.56,1.09,0.27,11.18,5.99
1637,Acru,High,Large,1,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.16,9.82,6.73
1648,Acne,High,Large,9,5,9,63,0,NA,NA,NA,NA,16.17,NA,0,0.37,11.39,10.88
1649,Acne,High,Large,9,5,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
1657,Acne,High,Large,9,5,3,21,0,66,100,66,0.05,NA,6.07,0,0.24,10.47,5.88
1669,Acru,High,Large,1,5,NA,32,1,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
1673,Acne,High,Large,9,5,6,42,0,84,100,84,0.34,NA,7.61,3.22,0.33,12.16,9.48
1677,Acne,High,Large,10,5,6,42,0,86,100,86,0.57,NA,8.81,0,0.35,10.81,10.47
1683,Acru,High,Large,2,5,3,21,0,37,100,37,0.2,NA,5.08,0.87,0,6.52,8.08
1691,Acne,High,Large,10,5,9,63,0,96,100,96,0.33,NA,8.17,1.14,0.02,6.71,8.89
1700,Acru,High,Large,2,5,NA,20,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
1713,Acne,High,Large,9,5,9,63,0,81,100,81,0.29,NA,9.08,0,0.03,6.92,7.6
1714,Acne,High,Large,11,5,3,21,0,NA,NA,NA,NA,15.79,NA,0.57,0.22,10.06,9
1717,Acne,High,Large,9,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.32,10.97,11.29
1722,Acru,High,Large,2,5,3,21,0,NA,NA,NA,NA,11.48,NA,1.27,0.25,11.1,9.97
1723,Acru,High,Large,1,5,3,21,0,39,100,39,0.11,NA,7.68,0,0.45,13.57,13.88
1724,Acne,High,Large,9,5,3,21,0,NA,NA,NA,NA,13.61,NA,10.7,0.42,13.69,11.13
1730,Acne,High,Large,11,5,6,42,0,NA,NA,NA,NA,18.12,NA,10.7,0.42,13.69,11.13
1732,Acsa,High,Large,5,5,NA,63,1,NA,NA,NA,NA,NA,NA,2,0.29,11.4,11.33
1735,Acsa,High,Large,7,5,3,21,0,NA,NA,NA,NA,17.46,NA,0.93,0.12,9.7,6.29
1742,Acne,High,Large,10,5,NA,30,1,NA,NA,NA,NA,NA,NA,0,0.2,9.33,7.17
1746,Acne,High,Large,11,5,9,63,0,NA,NA,NA,NA,12.93,NA,0,0.27,10.01,11.78
1747,Acsa,High,Large,6,5,3,21,0,70,100,70,0.13,NA,13.6,4.38,0.4,12.02,6.31
1750,Acne,High,Large,10,5,3,21,0,NA,NA,NA,NA,13.61,NA,10.7,0.42,13.69,11.13
1753,Acru,High,Large,3,5,NA,63,1,NA,NA,NA,NA,NA,NA,13.98,0.39,14.24,9.78
1759,Acsa,High,Large,5,5,NA,63,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
1762,Acne,High,Large,10,5,6,42,0,NA,NA,NA,NA,11.54,NA,0.57,0.22,10.06,9
1793,Acsa,High,Large,5,5,3,21,0,64,100,64,0.66,NA,9.45,0,0.54,12.7,10.65
1797,Acru,High,Large,2,5,6,42,0,NA,NA,NA,NA,12.21,NA,6.71,0.42,12.72,10.46
1799,Acru,High,Large,1,5,6,42,0,34,100,34,0.19,NA,6.23,7.35,0.41,12.86,10.52
1801,Acru,High,Large,3,5,6,42,0,NA,NA,NA,NA,12.1,NA,0,0.2,9.37,5.81
1802,Acsa,High,Large,5,5,6,42,0,75,100,75,0.53,NA,9.82,0.88,0.02,6.25,8.32
1810,Acsa,High,Large,7,5,6,42,0,NA,NA,NA,NA,8.64,NA,0.37,0.2,10.04,9.65
1812,Acne,High,Large,11,5,NA,63,1,NA,NA,NA,NA,NA,NA,4.58,0.41,12.39,10.24
1816,Acru,High,Large,2,5,9,63,0,45,100,45,0.04,NA,6.28,0,0.22,10.61,7.62
1817,Acne,High,Large,10,5,9,63,0,NA,NA,NA,NA,16.15,NA,0,0.28,10.39,10.53
1825,Acsa,High,Large,7,5,6,42,0,80,96,83.33,0.39,NA,8.74,13.75,0.48,14.9,11.32
1826,Acru,High,Large,2,5,NA,63,1,NA,NA,NA,NA,NA,NA,16.75,0.48,16.28,11.93
1830,Acsa,High,Large,5,5,9,63,0,NA,NA,NA,NA,19.22,NA,0.27,0.13,9.42,8.27
1831,Acru,High,Large,1,5,9,63,0,NA,NA,NA,NA,14.08,NA,0,0.28,9.98,9.72
1834,Acsa,High,Large,6,5,3,21,0,NA,NA,NA,NA,14.01,NA,0.62,0.02,7.84,8.75
1835,Acru,High,Large,2,5,3,21,0,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
1844,Acsa,High,Large,5,5,9,63,0,79,100,79,0.06,NA,13.3,0.84,0.1,8.77,9.06
1847,Acne,High,Large,11,5,3,21,0,75,100,75,0.23,NA,5.19,12.38,0.45,14.41,11.53
1848,Acsa,High,Large,7,5,9,63,0,NA,NA,NA,NA,16.17,NA,0.57,0.22,10.06,9
1853,Acne,High,Large,11,5,6,42,0,81,100,81,0.18,NA,8.98,10.7,0.42,13.69,11.13
1858,Acru,High,Large,3,5,3,21,0,NA,NA,NA,NA,11.84,NA,0.57,0.22,10.06,9
1860,Acsa,High,Large,5,5,NA,63,1,NA,NA,NA,NA,NA,NA,2.15,0.25,11.22,9.88
1863,Acru,High,Large,1,5,9,63,0,72,100,72,0.24,NA,7.79,0,0.06,7.73,6.35
1867,Acru,High,Large,1,5,NA,63,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
1873,Acsa,High,Large,5,5,3,21,0,NA,NA,NA,NA,14,NA,12.77,0.44,14.09,11.46
1874,Acsa,High,Large,6,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.26,10.39,11.96
1875,Acru,High,Large,2,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.25,10.38,5.59
1878,Acne,High,Large,9,5,6,42,0,NA,NA,NA,NA,15.48,NA,0,0.05,7.55,3.56
1887,Acne,High,Large,11,5,9,63,0,90,100,90,0.15,NA,7.84,0,0.13,8.83,11.09
1889,Acru,High,Large,3,5,6,42,0,24,89,26.97,0.14,NA,7.92,0,0.49,12.64,11.22
1890,Acru,High,Large,3,5,3,21,0,26,86,30.23,0.15,NA,5.8,17.96,0.37,12.57,6.48
1893,Acru,High,Large,2,5,6,42,0,46,100,46,-0.01,NA,10.78,0,0.57,12.98,8.8
1895,Acsa,High,Large,6,5,6,42,0,NA,NA,NA,NA,13.3,NA,2,0.22,10.96,9.42
1914,Acsa,High,Large,7,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.14,9.3,9.97
1917,Acru,High,Large,3,5,9,63,0,NA,NA,NA,NA,12.01,NA,0,0.02,7.33,11.53
1920,Acru,High,Large,1,5,3,21,0,NA,NA,NA,NA,13.18,NA,10.7,0.42,13.69,11.13
1928,Acsa,High,Large,6,5,9,63,0,69,100,69,0.31,NA,16.33,10.7,0.42,13.69,11.13
1936,Acsa,High,Large,6,5,NA,63,1,NA,NA,NA,NA,NA,NA,15.41,0.46,15.34,11.65
1944,Acne,High,Large,10,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.05,8.11,4.38
1952,Acsa,High,Large,6,5,3,21,0,66,100,66,0.38,NA,10.78,10.7,0.42,13.69,11.13
1967,Acsa,High,Large,7,5,3,21,0,50,100,50,0.32,NA,14.88,0,0.21,10.09,2.3
1969,Acru,High,Large,3,5,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.27,10.26,9.69
1975,Acru,High,Large,3,5,3,21,0,NA,NA,NA,NA,8.95,NA,0,-0.03,6.46,6.37
1992,Acne,High,Large,9,5,9,63,0,NA,NA,NA,NA,12.35,NA,0,0.14,9.68,9.79
1993,Acsa,High,Large,7,5,3,21,0,NA,NA,NA,NA,19.16,NA,0,0.24,10.06,8.92
1995,Acru,High,Large,3,5,6,42,0,NA,NA,NA,NA,12.02,NA,0.57,0.22,10.06,9
2000,Acsa,High,Large,7,5,6,42,0,NA,NA,NA,NA,15.77,NA,1.23,0.45,11.94,9.69
2001,Acru,High,Large,2,6,9,63,0,NA,NA,NA,NA,14.47,NA,17.96,0.37,12.57,6.48
2004,Acsa,High,Large,5,6,6,42,0,NA,NA,NA,NA,15.47,NA,5.25,0.37,12.1,6.32
2008,Acsa,High,Large,6,6,6,42,0,73,100,73,0.61,NA,13.6,0.96,0.28,11.24,6.09
2012,Acne,High,Large,10,6,3,21,0,79,100,79,0.54,NA,6.88,13.92,0.39,14.18,9.54
2017,Acsa,High,Large,5,6,6,42,0,62,100,62,0.39,NA,11.78,1,0.39,11.77,7.5
2018,Acru,High,Large,1,6,6,42,0,NA,NA,NA,NA,14.17,NA,16.96,0.48,17.38,11.99
2030,Acru,High,Large,3,6,9,63,0,67,100,67,0.02,NA,8.54,0.54,0,6.21,8.02
2037,Acsa,High,Large,5,6,9,63,0,NA,NA,NA,NA,15.04,NA,7.27,0.41,12.81,10.55
2041,Acru,High,Large,1,6,9,63,0,NA,NA,NA,NA,12.02,NA,7.32,0.41,13.15,10.56
2049,Acne,High,Large,10,6,6,42,0,76,97,78.35,0.32,NA,7.82,0.57,0.22,10.06,9
2054,Acru,High,Large,1,6,6,42,0,33,100,33,0.17,NA,6.06,23.49,0.43,14.42,7.61
2057,Acru,High,Large,2,6,9,63,0,45,92,48.91,0.09,NA,12.23,1.85,0.24,11.08,9.87
2058,Acne,High,Large,11,6,NA,63,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
2070,Acsa,High,Large,6,6,9,63,0,NA,NA,NA,NA,15.63,NA,2,0.07,8.68,6.87
2074,Acru,High,Large,3,6,NA,63,1,NA,NA,NA,NA,NA,NA,0.36,0.28,10.47,10.73
2095,Acru,High,Large,2,6,NA,34,1,NA,NA,NA,NA,NA,NA,6.64,0.33,12.36,9.35
2099,Acne,High,Large,10,6,9,63,0,89,100,89,0.13,NA,6.97,0.57,0.22,10.06,9
2100,Acru,High,Large,1,6,NA,63,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
2102,Acsa,High,Large,6,6,9,63,0,75,100,75,0.33,NA,10.44,0,0.29,10.99,3.43
2106,Acsa,High,Large,6,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.13,9.3,6.57
2109,Acru,High,Large,1,6,3,21,0,31,100,31,0.16,NA,8.59,0,0.4,12.13,12.34
2113,Acsa,High,Large,5,6,NA,46,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
2125,Acru,High,Large,3,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.15,9.25,9.62
2129,Acru,High,Large,3,6,3,21,0,28,100,28,0.23,NA,6.42,17.96,0.37,12.57,6.48
2131,Acne,High,Large,9,6,NA,63,1,NA,NA,NA,NA,NA,NA,16.33,0.39,13.19,7.01
2133,Acsa,High,Large,5,6,3,21,0,53,100,53,0.14,NA,13.01,0,0.13,9.3,7.89
2139,Acne,High,Large,9,6,3,21,0,76,88,86.36,-0.04,NA,4.5,17.96,0.37,12.57,6.48
2141,Acne,High,Large,11,6,3,21,0,NA,NA,NA,NA,14.88,NA,17.96,0.37,12.6,6.55
2142,Acne,High,Large,11,6,6,42,0,NA,NA,NA,NA,8.27,NA,10.7,0.42,13.69,11.13
2144,Acsa,High,Large,6,6,3,21,0,NA,NA,NA,NA,13.41,NA,1.26,0.23,10.92,6.31
2150,Acsa,High,Large,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.17,11.18,14.68
2154,Acne,High,Large,9,6,6,42,0,85,100,85,0.12,NA,7.25,17.58,0.37,12.82,6.52
2157,Acne,High,Large,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.4,11.9,9.97
2160,Acsa,High,Large,7,6,9,63,0,71,100,71,0.28,NA,13.05,17.9,0.37,12.47,6.55
2174,Acru,High,Large,2,6,3,21,0,NA,NA,NA,NA,12.13,NA,0.57,0.22,10.06,9
2179,Acru,High,Large,3,6,6,42,0,44,100,44,0.17,NA,5.78,10.7,0.42,13.69,11.13
2181,Acsa,High,Large,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,16.68,0.48,16.01,11.99
2182,Acru,High,Large,2,6,6,42,0,NA,NA,NA,NA,13.33,NA,16.68,0.48,15.84,11.93
2183,Acsa,High,Large,7,6,3,21,0,65,100,65,0.25,NA,12.75,4.4,0.39,12.04,6.07
2188,Acru,High,Large,3,6,9,63,0,NA,NA,NA,NA,10.65,NA,23.3,0.42,14.36,7.52
2189,Acne,High,Large,11,6,9,63,0,NA,NA,NA,NA,16.96,NA,17.96,0.37,12.57,6.48
2190,Acne,High,Large,9,6,9,63,0,83,100,83,0.33,NA,7.36,17.96,0.37,12.57,6.48
2196,Acsa,High,Large,5,6,6,42,0,NA,NA,NA,NA,19.18,NA,0,0.32,10.78,9.41
2203,Acne,High,Large,10,6,3,21,0,NA,NA,NA,NA,16.39,NA,15.99,0.42,18.47,9.75
2204,Acru,High,Large,1,6,6,42,0,NA,NA,NA,NA,11.43,NA,0,0.22,9.2,8.96
2209,Acru,High,Large,1,6,3,21,0,NA,NA,NA,NA,11.77,NA,0,0.3,10.81,10.58
2212,Acsa,High,Large,5,6,3,21,0,NA,NA,NA,NA,14.49,NA,0,0.32,11.02,11.65
2214,Acsa,High,Large,6,6,6,42,0,NA,NA,NA,NA,16.21,NA,0.57,0.22,10.06,9
2220,Acne,High,Large,11,6,NA,63,1,NA,NA,NA,NA,NA,NA,10.22,0.38,13.5,9.48
2225,Acru,High,Large,1,6,9,63,0,69,100,69,-0.04,NA,7.22,0,0.39,11.44,3.02
2230,Acne,High,Large,11,6,3,21,0,79,100,79,0.22,NA,4.49,0,0.55,13.02,8.82
2231,Acne,High,Large,10,6,6,42,0,NA,NA,NA,NA,21.31,NA,0,0.05,8.11,4.81
2235,Acne,High,Large,10,6,9,63,0,NA,NA,NA,NA,13.28,NA,0.26,0.32,11.42,5.49
2243,Acsa,High,Large,6,6,6,42,0,79,100,79,0.57,NA,6.26,0.88,0.21,10.1,9.4
2249,Acsa,High,Large,7,6,6,42,0,72,100,72,0.11,NA,12.71,0.34,0.14,9.72,8.44
2250,Acsa,High,Large,6,6,9,63,0,NA,NA,NA,NA,14.41,NA,12.38,0.45,14.41,11.53
2253,Acne,High,Large,11,6,6,42,0,88,100,88,0.13,NA,4.69,0,-0.09,7.05,5.92
2256,Acne,High,Large,11,6,9,63,0,94,100,94,0.41,NA,8.69,0,0,7.49,2.24
2258,Acne,High,Large,9,6,NA,63,1,NA,NA,NA,NA,NA,NA,1,0.42,12.21,7.09
2265,Acru,High,Large,2,6,9,63,0,NA,NA,NA,NA,11.41,NA,0,0.42,11.95,9.96
2280,Acne,High,Large,11,6,NA,18,1,NA,NA,NA,NA,NA,NA,0,0.08,8.05,9.76
2285,Acru,High,Large,2,6,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
2288,Acne,High,Large,10,6,NA,63,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
2289,Acne,High,Large,10,6,3,21,0,72,100,72,0.68,NA,5.26,23.3,0.42,14.36,7.52
2299,Acne,High,Large,9,6,3,21,0,NA,NA,NA,NA,7.34,NA,13.19,0.45,14.57,11.49
2300,Acsa,High,Large,5,6,9,63,0,82,98,83.67,0.52,NA,15.82,10.7,0.42,13.69,11.13
2312,Acne,High,Large,9,6,6,42,0,NA,NA,NA,NA,12.52,NA,20.11,0.39,13.45,7.02
2313,Acsa,High,Large,6,6,NA,63,1,NA,NA,NA,NA,NA,NA,17.38,0.37,12.92,6.56
2320,Acru,High,Large,1,6,NA,17,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
2325,Acru,High,Large,2,6,6,42,0,35,100,35,0.11,NA,5.03,1,0.19,10.48,5.22
2332,Acru,High,Large,3,6,9,63,0,NA,NA,NA,NA,NA,NA,0.88,0.21,10.1,9.4
2334,Acsa,High,Large,5,6,NA,58,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
2336,Acne,High,Large,9,6,9,63,0,NA,NA,NA,NA,17.51,NA,0,0.28,10.41,10.82
2342,Acsa,High,Large,7,6,9,63,0,NA,NA,NA,NA,16.04,NA,0,-0.03,5.85,9.61
2346,Acru,High,Large,3,6,NA,63,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
2352,Acru,High,Large,1,6,NA,63,1,NA,NA,NA,NA,NA,NA,17.96,0.37,12.57,6.48
2363,Acsa,High,Large,5,6,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.22,10.06,9
2378,Acsa,High,Large,7,6,9,63,0,70,100,70,0.32,NA,17.74,0.57,0.22,10.06,9
2384,Acsa,High,Large,7,6,NA,63,1,NA,NA,NA,NA,NA,NA,10.7,0.42,13.69,11.13
2396,Acne,High,Large,10,6,6,42,0,76,100,76,0.07,NA,6.48,0,0,7.49,3.82
4,Acsa,Low,Small,5,1,3,21,0,NA,NA,NA,NA,14.98,NA,0,-0.07,6.24,9.27
15,Acru,Low,Small,3,1,3,21,0,NA,NA,NA,NA,2.95,NA,1.62,0.08,8.13,10.55
21,Acsa,Low,Small,6,1,3,21,0,0,100,0,0.26,NA,11.85,0.93,0.02,7.91,5.86
24,Acru,Low,Small,3,1,6,42,0,0,100,0,-0.01,NA,5.16,0,-0.09,5.39,9.35
25,Acsa,Low,Small,6,1,6,42,0,NA,NA,NA,NA,7.07,NA,0.03,-0.11,5.62,9.05
30,Acsa,Low,Small,7,1,3,21,0,NA,NA,NA,NA,11.83,NA,0,0.16,10.13,12.53
37,Acne,Low,Small,9,1,3,21,0,NA,NA,NA,NA,5.69,NA,1.5,0.05,8.12,6.51
41,Acsa,Low,Small,6,1,9,63,0,1,100,1,0.35,NA,6.2,0,0.16,9.32,3.46
43,Acne,Low,Small,11,1,6,42,0,0,100,0,0.15,NA,6.37,0.31,-0.18,5.13,8.6
44,Acne,Low,Small,9,1,6,42,0,NA,NA,NA,NA,6.5,NA,0,-0.2,5.03,9.23
46,Acsa,Low,Small,6,1,NA,32,1,NA,NA,NA,NA,NA,NA,0,0.07,7.35,10.16
50,Acsa,Low,Small,6,1,6,42,0,0,100,0,0.31,NA,7.82,2.03,0.19,10.89,13.2
58,Acsa,Low,Small,7,1,6,42,0,0,100,0,0.59,NA,13.44,1.6,-0.08,6.93,6.06
70,Acne,Low,Small,9,1,9,63,0,NA,NA,NA,NA,3.03,NA,0,0.09,8.28,6.17
72,Acru,Low,Small,3,1,9,63,0,0,96,0,-0.06,NA,6.55,1.51,0.05,8.1,6.48
74,Acsa,Low,Small,7,1,9,63,0,0,100,0,0.27,NA,14.49,0.31,-0.15,5.48,8.48
76,Acru,Low,Small,3,1,NA,15,1,NA,NA,NA,NA,NA,NA,1.62,0.09,8.54,11.21
81,Acru,Low,Small,1,1,3,21,0,NA,NA,NA,NA,4.03,NA,1.59,-0.08,6.95,6.08
82,Acru,Low,Small,1,1,6,42,0,NA,NA,NA,NA,4.8,NA,1.5,0.05,8.12,6.51
89,Acsa,Low,Small,5,1,3,21,0,0,100,0,0.24,NA,17.18,0.84,0.03,7.49,10.05
100,Acru,Low,Small,1,1,9,63,0,NA,NA,NA,NA,2.75,NA,0,-0.19,6.63,6.11
